[ 6.0 , -5.0 ] 
[ 1.0000001009589727 , 0.7666664845049728 ] 
[ 1.0000001009589727 , 0.8399996910598903 ] 
[ 1.0000001009589727 , 0.8399996910598903 ] 
[ 1.0000001009589727 , 0.8399996910598903 ] 
[ 1.0000001009589727 , 0.8399996910598903 ] 
[ 1.0000001009589727 , 0.8399996910598903 ] 
[ 1.0000001009589727 , 0.8399996910598903 ] 
[ 1.0000001009589727 , 0.8399996910598903 ] 
[ 1.0000001009589727 , 0.8399996910598903 ] 
[ 1.0000001009589727 , 0.8399996910598903 ] 
[ 1.0000001009589727 , 0.8399996910598903 ] 
[ 1.0000001009589727 , 0.8399996910598903 ] 
[ 1.0000001009589727 , 0.8399996910598903 ] 
[ 1.0000001009589727 , 0.8399996910598903 ] 
[ 1.0000001009589727 , 0.8399996910598903 ] 
[ 1.0000001009589727 , 0.8399996910598903 ] 
[ 1.0000001009589727 , 0.8399996910598903 ] 
[ 1.0000001009589727 , 0.8399996910598903 ] 
[ 1.0000001009589727 , 0.8399996910598903 ] 
[ 1.0000001009589727 , 0.8399996910598903 ] 
[ 1.0000001009589727 , 0.8399996910598903 ] 
[ 1.0000001009589727 , 0.8399996910598903 ] 
[ 1.0000001009589727 , 0.8399996910598903 ] 
[ 1.0000001009589727 , 0.8399996910598903 ] 
[ 1.0000001009589727 , 0.8399996910598903 ] 
[ 1.0000001009589727 , 0.8399996910598903 ] 
[ 1.0000001009589727 , 0.8399996910598903 ] 
[ 1.0000001009589727 , 0.8399996910598903 ] 
[ 1.0000001009589727 , 0.8399996910598903 ] 
[ 1.0000001009589727 , 0.8399996910598903 ] 
[ 1.0000001009589727 , 0.8399996910598903 ] 
[ 1.0000001009589727 , 0.8399996910598903 ] 
[ 1.0000001009589727 , 0.8399996910598903 ] 
[ 1.0000001009589727 , 0.8399996910598903 ] 
[ 1.0000001009589727 , 0.8399996910598903 ] 
[ 1.0000001009589727 , 0.8399996910598903 ] 
[ 1.0000001009589727 , 0.8399996910598903 ] 
[ 1.0000001009589727 , 0.8399996910598903 ] 
[ 1.0000001009589727 , 0.8399996910598903 ] 
[ 1.0000001009589727 , 0.8399996910598903 ] 
[ 1.0000001009589727 , 0.8399996910598903 ] 
[ 1.0000001009589727 , 0.8399996910598903 ] 
[ 1.0000001009589727 , 0.8399996910598903 ] 
[ 1.0000001009589727 , 0.8399996910598903 ] 
[ 1.0000001009589727 , 0.8399996910598903 ] 
[ 1.0000001009589727 , 0.8399996910598903 ] 
[ 1.0000001009589727 , 0.8399996910598903 ] 
[ 1.0000001009589727 , 0.8399996910598903 ] 
[ 1.0000001009589727 , 0.8399996910598903 ] 
[ 1.0000001009589727 , 0.8399996910598903 ] 
[ 1.0000001009589727 , 0.8399996910598903 ] 
[ 1.0000001009589727 , 0.8399996910598903 ] 
[ 1.0000001009589727 , 0.8399996910598903 ] 
[ 1.0000001009589727 , 0.8399996910598903 ] 
[ 1.0000001009589727 , 0.8399996910598903 ] 
[ 1.0000001009589727 , 0.8399996910598903 ] 
[ 1.0000001009589727 , 0.8399996910598903 ] 
[ 1.0000001009589727 , 0.8399996910598903 ] 
[ 1.0000001009589727 , 0.8399996910598903 ] 
[ 1.0000001009589727 , 0.8399996910598903 ] 
[ 1.0000001009589727 , 0.8399996910598903 ] 
[ 1.0000001009589727 , 0.8399996910598903 ] 
[ 1.0000001009589727 , 0.8399996910598903 ] 
[ 1.0000001009589727 , 0.8399996910598903 ] 
[ 1.0000001009589727 , 0.8399996910598903 ] 
[ 1.0000001009589727 , 0.8399996910598903 ] 
[ 1.0000001009589727 , 0.8399996910598903 ] 
[ 1.0000001009589727 , 0.8399996910598903 ] 
[ 1.0000001009589727 , 0.8399996910598903 ] 
[ 1.0000001009589727 , 0.8399996910598903 ] 
[ 1.0000001009589727 , 0.8399996910598903 ] 
[ 1.0000001009589727 , 0.8399996910598903 ] 
[ 1.0000001009589727 , 0.8399996910598903 ] 
[ 1.0000001009589727 , 0.8399996910598903 ] 
[ 1.0000001009589727 , 0.8399996910598903 ] 
[ 1.0000001009589727 , 0.8399996910598903 ] 
[ 1.0000001009589727 , 0.8399996910598903 ] 
[ 1.0000001009589727 , 0.8399996910598903 ] 
[ 1.0000001009589727 , 0.8399996910598903 ] 
[ 1.0000001009589727 , 0.8399996910598903 ] 
[ 1.0000001009589727 , 0.8399996910598903 ] 
[ 1.0000001009589727 , 0.8399996910598903 ] 
[ 1.0000001009589727 , 0.8399996910598903 ] 
[ 1.0000001009589727 , 0.8399996910598903 ] 
[ 1.0000001009589727 , 0.8399996910598903 ] 
[ 1.0000001009589727 , 0.8399996910598903 ] 
[ 1.0000001009589727 , 0.8399996910598903 ] 
[ 1.0000001009589727 , 0.8399996910598903 ] 
[ 1.0000001009589727 , 0.9999989573634048 ] 
[ 1.0000001009589727 , 0.9999989573634048 ] 
