[ 6.0 , -5.0 ] 
[ 1.2737301702089312 , -0.6140819971347282 ] 
[ 1.2737301702089312 , -0.6140819971347282 ] 
[ 1.2737301702089312 , -0.6140819971347282 ] 
[ 1.2737301702089312 , -0.6792920132402577 ] 
[ 1.2737301702089312 , -0.6792920132402577 ] 
[ 1.6186235172923737 , -0.7449628547525451 ] 
[ 1.6186235172923737 , -0.7449628547525451 ] 
[ 1.6186235172923737 , -0.7449628547525451 ] 
[ 1.6186235172923737 , -0.7449628547525451 ] 
[ 1.6186235172923737 , -0.7449628547525451 ] 
[ 1.6186235172923737 , -0.7449628547525451 ] 
[ 1.6186235172923737 , -0.7449628547525451 ] 
[ 1.6186235172923737 , -0.7449628547525451 ] 
[ 1.6186235172923737 , -0.7449628547525451 ] 
[ 1.585178587546976 , -0.7449628547525451 ] 
[ 1.6275911086123906 , -0.7449628547525451 ] 
[ 1.8304008451134388 , -0.7449628547525451 ] 
[ 1.8586522466583555 , -0.7449628547525451 ] 
[ 1.858652261225629 , -0.7449628547525451 ] 
[ 1.858652261225629 , -0.7449628547525451 ] 
[ 1.858652261225629 , -0.7449628547525451 ] 
[ 1.858652261225629 , -0.7449628547525451 ] 
[ 1.858652261225629 , -0.7449628547525451 ] 
[ 1.858652261225629 , -0.7449628547525451 ] 
[ 1.858652261225629 , -0.7449628547525451 ] 
[ 1.858652261225629 , -0.7449628547525451 ] 
[ 1.858652261225629 , -0.7449628547525451 ] 
[ 1.858652261225629 , -0.7449628547525451 ] 
[ 1.8123712714504694 , -0.7449628547525451 ] 
[ 1.8167482003531805 , -0.7449628547525451 ] 
[ 1.8167482003531805 , -0.7449628547525451 ] 
[ 1.8167482003531805 , -0.7449628547525451 ] 
[ 1.827580476103809 , -0.7449628547525451 ] 
[ 1.831637375858661 , -0.7449628547525451 ] 
[ 1.831637375858661 , -0.7449628547525451 ] 
[ 1.831637375858661 , -0.7449628547525451 ] 
[ 1.831637375858661 , -0.7449628547525451 ] 
[ 1.8325968370752175 , -0.7449628547525451 ] 
[ 1.8325968370752175 , -0.7449628547525451 ] 
[ 1.8325968370752175 , -0.7449628547525451 ] 
[ 1.8325968370752175 , -0.7449628547525451 ] 
[ 1.8325968370752175 , -0.7449628547525451 ] 
[ 1.8325968370752175 , -0.7449628547525451 ] 
[ 1.8325968370752175 , -0.7449628547525451 ] 
[ 1.8325968370752175 , -0.7449628547525451 ] 
[ 1.8325968370752175 , -0.7449628547525451 ] 
[ 1.8325968370752175 , -0.7449628547525451 ] 
[ 1.8325968370752175 , -0.7449628547525451 ] 
[ 1.8325968370752175 , -0.7449628547525451 ] 
[ 1.8325968370752175 , -0.7449628547525451 ] 
[ 1.8325968370752175 , -0.7449628547525451 ] 
[ 1.8448079408141618 , -0.7449628547525451 ] 
[ 1.8448079408141618 , -0.7449628547525451 ] 
[ 1.8448079408141618 , -0.7449628547525451 ] 
[ 1.8448079408141618 , -0.7449628547525451 ] 
[ 1.8448079408141618 , -0.7449628547525451 ] 
[ 1.8448079408141618 , -0.7449628547525451 ] 
[ 1.8448079408141618 , -0.7449628547525451 ] 
[ 1.8373902893386274 , -0.7449628547525451 ] 
[ 1.8306661103175768 , -0.7449628547525451 ] 
[ 1.8306661103175768 , -0.7449628547525451 ] 
[ 1.8306661103175768 , -0.7449628547525451 ] 
[ 1.8306661103175768 , -0.19223231686391395 ] 
[ 1.8306661103175768 , -0.19223231686391395 ] 
[ 1.8306661103175768 , -0.19223231686391395 ] 
[ 1.8306661103175768 , -0.19223231686391395 ] 
[ 1.8306661103175768 , -0.19223231686391395 ] 
[ 1.8306661103175768 , -0.19223231686391395 ] 
[ 1.8306661103175768 , -0.19223231686391395 ] 
[ 1.8306661103175768 , -0.19223231686391395 ] 
[ 1.8306661103175768 , -0.19223231686391395 ] 
[ 1.8306661103175768 , -0.19223231686391395 ] 
[ 1.764184206912636 , -0.19223231686391395 ] 
[ 1.6652688133884213 , -0.19223231686391395 ] 
[ 1.6756059513853496 , -0.19223231686391395 ] 
[ 1.721920084927386 , -0.19223231686391395 ] 
[ 1.734578423368797 , -0.19223231686391395 ] 
[ 1.734578423368797 , -0.19223231686391395 ] 
[ 1.734578423368797 , -0.19223231686391395 ] 
[ 1.7042069933381965 , -0.19223231686391395 ] 
[ 1.6596491021922302 , -0.19223231686391395 ] 
[ 1.6596491021922302 , -0.19223231686391395 ] 
[ 1.56298545074552 , -0.19223231686391395 ] 
[ 1.5277688775323373 , -0.19223231686391395 ] 
[ 1.4088633171346714 , -0.19223231686391395 ] 
[ 1.4088633171346714 , -0.19223231686391395 ] 
[ 1.4088633171346714 , -0.19223231686391395 ] 
[ 1.4088633171346714 , -0.19223231686391395 ] 
[ 1.4088633171346714 , -0.19223231686391395 ] 
[ 1.4088633171346714 , -0.19223231686391395 ] 
[ 1.4088633171346714 , -0.19223231686391395 ] 
[ 1.4088633171346714 , -0.19223231686391395 ] 
[ 1.4088633171346714 , -0.19223231686391395 ] 
[ 1.4088633171346714 , -0.19223231686391395 ] 
[ 1.3632023852051092 , -0.19223231686391395 ] 
[ 1.3502413133128899 , -0.19223231686391395 ] 
[ 1.3502413133128899 , -0.19223231686391395 ] 
[ 1.3502413133128899 , -0.19223231686391395 ] 
[ 1.3502413133128899 , -0.19223231686391395 ] 
[ 1.3502413133128899 , -0.19223231686391395 ] 
[ 1.3502413133128899 , -0.19223231686391395 ] 
[ 1.3502413133128899 , -0.19223231686391395 ] 
[ 1.3502413133128899 , -0.19223231686391395 ] 
[ 1.3502413133128899 , -0.19223231686391395 ] 
[ 1.3502413133128899 , -0.19223231686391395 ] 
[ 1.3502413133128899 , -0.19223231686391395 ] 
[ 1.286553587465684 , -0.19223231686391395 ] 
[ 1.2865535545934381 , -0.19223231686391395 ] 
[ 1.2865535545934381 , -0.19223231686391395 ] 
[ 1.2865535545934381 , -0.19223231686391395 ] 
[ 1.2865535545934381 , -0.19223231686391395 ] 
[ 1.2865535545934381 , -0.19223231686391395 ] 
[ 1.2865535545934381 , -0.19223231686391395 ] 
[ 1.2865535545934381 , -0.19223231686391395 ] 
[ 1.2865535545934381 , -0.19223231686391395 ] 
[ 1.2865535545934381 , -0.19223231686391395 ] 
[ 1.2865535545934381 , -0.19223231686391395 ] 
[ 1.2865535545934381 , -0.19223231686391395 ] 
[ 1.2865535545934381 , -0.19223231686391395 ] 
[ 1.2865535545934381 , -0.19223231686391395 ] 
[ 1.2865535545934381 , -0.19223231686391395 ] 
[ 1.2865535545934381 , -0.19223231686391395 ] 
[ 1.2865535545934381 , -0.19223231686391395 ] 
[ 1.2865535545934381 , -0.19223231686391395 ] 
[ 1.2865535545934381 , -0.19223231686391395 ] 
[ 1.2865535545934381 , -0.19223231686391395 ] 
[ 1.2865535545934381 , -0.19223231686391395 ] 
[ 1.2865535545934381 , -0.19223231686391395 ] 
[ 1.2865535545934381 , -0.19223231686391395 ] 
[ 1.2865535545934381 , -0.19223231686391395 ] 
[ 1.2865535545934381 , -0.19223231686391395 ] 
[ 1.2865535545934381 , -0.19223231686391395 ] 
[ 1.2865535545934381 , -0.19223231686391395 ] 
[ 1.2865535545934381 , -0.19223231686391395 ] 
[ 1.2865535545934381 , -0.19223231686391395 ] 
[ 1.2865535545934381 , -0.19223231686391395 ] 
[ 1.2865535545934381 , -0.19223231686391395 ] 
[ 1.2865535545934381 , -0.19223231686391395 ] 
[ 1.2865535545934381 , -0.19223231686391395 ] 
[ 1.2865535545934381 , -0.19223231686391395 ] 
[ 1.2865535545934381 , -0.19223231686391395 ] 
[ 1.2865535545934381 , -0.19223231686391395 ] 
[ 1.2865535545934381 , -0.19223231686391395 ] 
[ 1.2865535545934381 , -0.19223231686391395 ] 
[ 1.2865535545934381 , -0.19223231686391395 ] 
[ 1.2865535545934381 , -0.19223231686391395 ] 
[ 1.2865535545934381 , -0.19223231686391395 ] 
[ 1.2865535545934381 , -0.19223231686391395 ] 
[ 1.2865535545934381 , -0.19223231686391395 ] 
[ 1.2865535545934381 , -0.19223231686391395 ] 
[ 1.2865535545934381 , -0.19223231686391395 ] 
[ 1.2865535545934381 , -0.19223231686391395 ] 
[ 1.2865535545934381 , -0.19223231686391395 ] 
[ 1.2865535545934381 , -0.19223231686391395 ] 
[ 1.2865535545934381 , -0.19223231686391395 ] 
[ 1.2865535545934381 , -0.19223231686391395 ] 
[ 1.2865535545934381 , -0.19223231686391395 ] 
[ 1.2865535545934381 , -0.19223231686391395 ] 
[ 1.2865535545934381 , -0.19223231686391395 ] 
[ 1.2865535545934381 , -0.19223231686391395 ] 
[ 1.2865535545934381 , -0.19223231686391395 ] 
[ 1.2865535545934381 , 0.27825247033748995 ] 
[ 1.2865535545934381 , 0.27825247033748995 ] 
[ 1.2865535545934381 , 0.27825247033748995 ] 
[ 1.2865535545934381 , 0.27825247033748995 ] 
[ 1.2865535545934381 , 0.27825247033748995 ] 
[ 1.2865535545934381 , -0.14484815489116715 ] 
[ 1.2865535545934381 , -0.14484815489116715 ] 
[ 1.2865535545934381 , -0.14484815489116715 ] 
[ 1.2865535545934381 , -0.14484815489116715 ] 
[ 1.2865535545934381 , -0.14484815489116715 ] 
[ 1.2865535545934381 , -0.13964748584852504 ] 
[ 1.2865535545934381 , -0.13964748584852504 ] 
[ 1.2865535545934381 , -0.13964748584852504 ] 
[ 1.2865535545934381 , 0.5221362875290687 ] 
[ 1.2865535545934381 , 0.5221362875290687 ] 
[ 1.2865535545934381 , 0.5221362875290687 ] 
[ 1.2865535545934381 , 0.5221362875290687 ] 
[ 1.2865535545934381 , 0.5221362875290687 ] 
[ 1.2865535545934381 , 0.5221362875290687 ] 
[ 1.2865535545934381 , 0.5221362875290687 ] 
[ 1.2865535545934381 , 0.5221362875290687 ] 
[ 1.2865535545934381 , 0.5221362875290687 ] 
[ 1.2865535545934381 , 0.5221362875290687 ] 
[ 1.2865535545934381 , 0.5221362875290687 ] 
[ 1.2865535545934381 , 0.5221362875290687 ] 
[ 1.2865535545934381 , 0.5221362875290687 ] 
[ 1.2865535545934381 , 0.5221362875290687 ] 
[ 1.2865535545934381 , 0.5221362875290687 ] 
[ 1.2865535545934381 , 0.5221362875290687 ] 
[ 1.2865535545934381 , 0.5221362875290687 ] 
[ 1.2865535545934381 , 0.5221362875290687 ] 
[ 1.2865535545934381 , 0.5221362875290687 ] 
[ 1.2865535545934381 , 0.5221362875290687 ] 
[ 1.24153598522907 , 0.5221362875290687 ] 
[ 1.2277235598128147 , 0.5221362875290687 ] 
[ 1.2277235598128147 , 0.5221362875290687 ] 
[ 1.2277235598128147 , 0.5221362875290687 ] 
[ 1.2083951662852934 , 0.5221362875290687 ] 
[ 1.207943327405542 , 0.5221362875290687 ] 
[ 1.207943327405542 , 0.5221362875290687 ] 
[ 1.207943327405542 , 0.5221362875290687 ] 
[ 1.207943327405542 , 0.5221362875290687 ] 
[ 1.207943327405542 , 0.5221362875290687 ] 
[ 1.207943327405542 , 0.5221362875290687 ] 
[ 1.207943327405542 , 0.5221362875290687 ] 
[ 1.207943327405542 , 0.5221362875290687 ] 
[ 1.207943327405542 , 0.5221362875290687 ] 
[ 1.207943327405542 , 0.5221362875290687 ] 
[ 1.207943327405542 , 0.5221362875290687 ] 
[ 1.207943327405542 , 0.5221362875290687 ] 
[ 1.207943327405542 , 0.5221362875290687 ] 
[ 1.207943327405542 , 0.5221362875290687 ] 
[ 1.201013101887848 , 0.5221362875290687 ] 
[ 1.201013101887848 , 0.5221362875290687 ] 
[ 1.201013101887848 , 0.5221362875290687 ] 
[ 1.201013101887848 , 0.5221362875290687 ] 
[ 1.182075339210865 , 0.5221362875290687 ] 
[ 1.182075339210865 , 0.5221362875290687 ] 
[ 1.182075339210865 , 0.5221362875290687 ] 
[ 1.182075339210865 , 0.5221362875290687 ] 
[ 1.1286675317009285 , 0.5221362875290687 ] 
[ 1.1049216285685741 , 0.5221362875290687 ] 
[ 1.103369255950577 , 0.5221362875290687 ] 
[ 1.103369255950577 , 0.5221362875290687 ] 
[ 1.103369255950577 , 0.5221362875290687 ] 
[ 1.103369255950577 , 0.5221362875290687 ] 
[ 1.103369255950577 , 0.5221362875290687 ] 
[ 1.103369255950577 , 0.5221362875290687 ] 
[ 1.103369255950577 , 0.5221362875290687 ] 
[ 1.103369255950577 , 0.5221362875290687 ] 
[ 1.103369255950577 , 0.5221362875290687 ] 
[ 1.103369255950577 , 0.5221362875290687 ] 
[ 1.103369255950577 , 0.5221362875290687 ] 
[ 1.103369255950577 , 0.5221362875290687 ] 
[ 1.103369255950577 , 0.5221362875290687 ] 
[ 1.103369255950577 , 0.5221362875290687 ] 
[ 1.103369255950577 , 0.5221362875290687 ] 
[ 1.103369255950577 , 0.5221362875290687 ] 
[ 1.103369255950577 , 0.5221362875290687 ] 
[ 1.103369255950577 , 0.5221362875290687 ] 
[ 1.103369255950577 , 0.5221362875290687 ] 
[ 1.103369255950577 , 0.5221362875290687 ] 
[ 1.103369255950577 , 0.5221362875290687 ] 
[ 1.103369255950577 , 0.5221362875290687 ] 
[ 1.103369255950577 , 0.5221362875290687 ] 
[ 1.103369255950577 , 0.5221362875290687 ] 
[ 1.103369255950577 , 0.5221362875290687 ] 
[ 1.103369255950577 , 0.5221362875290687 ] 
[ 1.103369255950577 , 0.5221362875290687 ] 
[ 1.103369255950577 , 0.5221362875290687 ] 
[ 1.103369255950577 , 0.5221362875290687 ] 
[ 1.103369255950577 , 0.5221362875290687 ] 
[ 1.103369255950577 , 0.40552444773695245 ] 
[ 1.103369255950577 , 0.40552444773695245 ] 
[ 1.103369255950577 , 0.40552444773695245 ] 
[ 1.103369255950577 , 0.40552444773695245 ] 
[ 1.103369255950577 , 0.40552444773695245 ] 
[ 1.103369255950577 , 0.40552444773695245 ] 
[ 1.103369255950577 , 0.40552444773695245 ] 
[ 1.103369255950577 , 0.40552444773695245 ] 
[ 1.103369255950577 , 0.40552444773695245 ] 
[ 1.103369255950577 , 0.40552444773695245 ] 
[ 1.103369255950577 , 0.40552444773695245 ] 
[ 1.0997065586222576 , 0.40552444773695245 ] 
[ 1.0997065586222576 , 0.40552444773695245 ] 
[ 1.0997065586222576 , 0.40552444773695245 ] 
[ 1.0997065586222576 , 0.40552444773695245 ] 
[ 1.0997065586222576 , 0.40552444773695245 ] 
[ 1.0997065586222576 , 0.40552444773695245 ] 
[ 1.0997065586222576 , 0.40552444773695245 ] 
[ 1.0997065586222576 , 0.40552444773695245 ] 
[ 1.091138547637601 , 0.40552444773695245 ] 
[ 1.091076919945312 , 0.40552444773695245 ] 
[ 1.091076919945312 , 0.40552444773695245 ] 
[ 1.091076919945312 , 0.40552444773695245 ] 
[ 1.091076919945312 , 0.40552444773695245 ] 
[ 1.091076919945312 , 0.40552444773695245 ] 
[ 1.091076919945312 , 0.40552444773695245 ] 
[ 1.091076919945312 , 0.40552444773695245 ] 
[ 1.091076919945312 , 0.40552444773695245 ] 
[ 1.091076919945312 , 0.40552444773695245 ] 
[ 1.091076919945312 , 0.40552444773695245 ] 
[ 1.091076919945312 , 0.40552444773695245 ] 
[ 1.091076919945312 , 0.40552444773695245 ] 
[ 1.091076919945312 , 0.40552444773695245 ] 
[ 1.091076919945312 , 0.40552444773695245 ] 
[ 1.091076919945312 , 0.40552444773695245 ] 
[ 1.091076919945312 , 0.40552444773695245 ] 
[ 1.091076919945312 , 0.40552444773695245 ] 
[ 1.091076919945312 , 0.40552444773695245 ] 
[ 1.091076919945312 , 0.40552444773695245 ] 
[ 1.091076919945312 , 0.40552444773695245 ] 
[ 1.091076919945312 , 0.40552444773695245 ] 
[ 1.091076919945312 , 0.40552444773695245 ] 
[ 1.091076919945312 , 0.40552444773695245 ] 
[ 1.091076919945312 , 0.40552444773695245 ] 
[ 1.091076919945312 , 0.40552444773695245 ] 
[ 1.091076919945312 , 0.40552444773695245 ] 
[ 1.091076919945312 , 0.40552444773695245 ] 
[ 1.091076919945312 , 0.40552444773695245 ] 
[ 1.091076919945312 , 0.40552444773695245 ] 
[ 1.091076919945312 , 0.40552444773695245 ] 
[ 1.091076919945312 , 0.40552444773695245 ] 
[ 1.091076919945312 , 0.40552444773695245 ] 
[ 1.091076919945312 , 0.40552444773695245 ] 
[ 1.091076919945312 , 0.40552444773695245 ] 
[ 1.091076919945312 , 0.40552444773695245 ] 
[ 1.091076919945312 , 0.40552444773695245 ] 
[ 1.091076919945312 , 0.40552444773695245 ] 
[ 1.091076919945312 , 0.40552444773695245 ] 
[ 1.091076919945312 , 0.40552444773695245 ] 
[ 1.091076919945312 , 0.40552444773695245 ] 
[ 1.091076919945312 , 0.40552444773695245 ] 
[ 1.091076919945312 , 0.40552444773695245 ] 
[ 1.091076919945312 , 0.40552444773695245 ] 
[ 1.091076919945312 , 0.40552444773695245 ] 
[ 1.091076919945312 , 0.40552444773695245 ] 
[ 1.091076919945312 , 0.40552444773695245 ] 
[ 1.091076919945312 , 0.40552444773695245 ] 
[ 1.091076919945312 , 0.40552444773695245 ] 
[ 1.091076919945312 , 0.40552444773695245 ] 
[ 1.091076919945312 , 0.40552444773695245 ] 
[ 1.091076919945312 , 0.40552444773695245 ] 
[ 1.091076919945312 , 0.40552444773695245 ] 
[ 1.091076919945312 , 0.40552444773695245 ] 
[ 1.091076919945312 , 0.40552444773695245 ] 
[ 1.091076919945312 , 0.40552444773695245 ] 
[ 1.091076919945312 , 0.40552444773695245 ] 
[ 1.091076919945312 , 0.40552444773695245 ] 
[ 1.091076919945312 , 0.40552444773695245 ] 
[ 1.091076919945312 , 0.40552444773695245 ] 
[ 1.091076919945312 , 0.40552444773695245 ] 
[ 1.091076919945312 , 0.40552444773695245 ] 
[ 1.091076919945312 , 0.40552444773695245 ] 
[ 1.091076919945312 , 0.40552444773695245 ] 
[ 1.091076919945312 , 0.40552444773695245 ] 
[ 1.091076919945312 , 0.40552444773695245 ] 
[ 1.091076919945312 , 0.40552444773695245 ] 
[ 1.091076919945312 , 0.40552444773695245 ] 
[ 1.091076919945312 , 0.40552444773695245 ] 
[ 1.091076919945312 , 0.40552444773695245 ] 
[ 1.091076919945312 , 0.40552444773695245 ] 
[ 1.091076919945312 , 0.40552444773695245 ] 
[ 1.091076919945312 , 0.40552444773695245 ] 
[ 1.091076919945312 , 0.40552444773695245 ] 
[ 1.091076919945312 , 0.40552444773695245 ] 
[ 1.091076919945312 , 0.40552444773695245 ] 
[ 1.091076919945312 , 0.40552444773695245 ] 
[ 1.091076919945312 , 0.40552444773695245 ] 
[ 1.091076919945312 , 0.40552444773695245 ] 
[ 1.091076919945312 , 0.40552444773695245 ] 
[ 1.091076919945312 , 0.40552444773695245 ] 
[ 1.091076919945312 , 0.40552444773695245 ] 
[ 1.091076919945312 , 0.40552444773695245 ] 
[ 1.091076919945312 , 0.40552444773695245 ] 
[ 1.091076919945312 , 0.40552444773695245 ] 
[ 1.091076919945312 , 0.40552444773695245 ] 
[ 1.091076919945312 , 0.40552444773695245 ] 
[ 1.091076919945312 , 0.40552444773695245 ] 
[ 1.0843667788542894 , 0.40552444773695245 ] 
[ 1.0843667788542894 , 0.40552444773695245 ] 
[ 1.0783308053045402 , 0.40552444773695245 ] 
[ 1.0301450007171762 , 0.40552444773695245 ] 
[ 1.0220424166139908 , 0.40552444773695245 ] 
[ 1.0220424282357117 , 0.40552444773695245 ] 
[ 1.0220424282357117 , 0.40552444773695245 ] 
[ 1.0220424282357117 , 0.40552444773695245 ] 
[ 1.0220424282357117 , 0.40552444773695245 ] 
[ 1.0220424282357117 , 0.40552444773695245 ] 
[ 1.0220424282357117 , 0.40552444773695245 ] 
[ 1.0220424282357117 , 0.40552444773695245 ] 
[ 1.0220424282357117 , 0.40552444773695245 ] 
[ 1.0220424282357117 , 0.40552444773695245 ] 
[ 1.0203468043411612 , 0.40552444773695245 ] 
[ 1.0122424264850518 , 0.40552444773695245 ] 
[ 1.0064074702906316 , 0.6336164996282472 ] 
[ 1.004085845889377 , 0.6336164996282472 ] 
[ 1.004085845889377 , 0.633185136210034 ] 
[ 1.004085845889377 , 0.633185136210034 ] 
[ 1.004085845889377 , 0.633185136210034 ] 
[ 1.0038877285604544 , 0.633185136210034 ] 
[ 1.0035176070005565 , 0.633185136210034 ] 
[ 1.002392349310923 , 0.633185136210034 ] 
[ 1.0002427858680913 , 0.633185136210034 ] 
[ 1.0000001009589727 , 0.633185136210034 ] 
[ 1.0000001009589727 , 0.633185136210034 ] 
[ 1.0000001009589727 , 0.633185136210034 ] 
[ 1.0000001009589727 , 0.633185136210034 ] 
[ 1.0000001009589727 , 0.7666664845049728 ] 
[ 1.0000001009589727 , 0.7666664845049728 ] 
[ 1.0000001009589727 , 0.7666664845049728 ] 
[ 1.0000001009589727 , 0.7666664845049728 ] 
[ 1.0000001009589727 , 0.7666664845049728 ] 
[ 1.0000001009589727 , 0.7666664845049728 ] 
[ 1.0000001009589727 , 0.7666664845049728 ] 
[ 1.0000001009589727 , 0.7666664845049728 ] 
[ 1.0000001009589727 , 0.7666664845049728 ] 
[ 1.0000001009589727 , 0.7666664845049728 ] 
[ 1.0000001009589727 , 0.7666664845049728 ] 
[ 1.0000001009589727 , 0.7666664845049728 ] 
[ 1.0000001009589727 , 0.7666664845049728 ] 
[ 1.0000001009589727 , 0.7666664845049728 ] 
[ 1.0000001009589727 , 0.7666664845049728 ] 
[ 1.0000001009589727 , 0.7666664845049728 ] 
[ 1.0000001009589727 , 0.7666664845049728 ] 
[ 1.0000001009589727 , 0.7666664845049728 ] 
[ 1.0000001009589727 , 0.7666664845049728 ] 
[ 1.0000001009589727 , 0.7666664845049728 ] 
[ 1.0000001009589727 , 0.7666664845049728 ] 
[ 1.0000001009589727 , 0.7666664845049728 ] 
[ 1.0000001009589727 , 0.7666664845049728 ] 
[ 1.0000001009589727 , 0.7666664845049728 ] 
